顧客ID,生年月日,性別,携帯TEL,自宅TEL,携帯メール,PCメール,職業
"014312153","19730308","女","有","有","有","無","会社員"
"014312160","19891107","男","有","有","無","有","パート・アルバイト"
"014312165","19750606","女","有","有","有","無","主婦"
"014332142","19900709","女","有","無","有","無","会社員"
"014412382","19850413","男","有","無","無","有","会社員"
"014412407","19890801","女","有","有","無","有","会社員"
"014512013","19630616","女","有","有","有","無","会社員"
"014512016","19780420","女","有","有","有","無","会社員"
"014512269","19950713","男","有","無","有","無","会社員"
"014512274","19920709","女","有","無","無","無","会社員"
"014512275","19991007","女","有","無","有","無","学生"
"014611024","19780905","男","有","有","無","有","自営業"
"014611033","19750729","女","有","有","有","無","会社員"
"014722010","19780108","女","有","無","有","無","パート・アルバイト"
"014722085","19850501","女","有","有","有","無","主婦"
"014722182","19871127","女","有","無","無","有","自営業"
"014751002","19610205","女","有","有","有","無","会社員"
"014812035","19861206","男","有","有","有","有","会社員"
"014912126","19850426","女","有","無","有","無","主婦"
"015111000","19670319","女","有","有","有","無","会社員"
"015121015","19730226","男","有","無","無","有","自営業"
"015122206","19920427","女","有","有","無","有","学生"
"015122213","19751119","女","有","有","無","有","自営業"
"015122275","19910530","女","有","無","有","無","会社員"
"015132058","19861217","女","有","無","無","有","会社員"
"015142028","19791122","女","有","無","無","有","主婦"
"015142041","19841217","女","有","無","無","有","会社員"
"015152214","19730820","男","有","無","有","有","会社員"
"015212185","19950309","女","有","無","有","無",""
"015212190","19550920","女","有","有","無","有","その他"
"015212197","19900618","女","有","無","無","有",""
"015212217","19980618","女","有","無","無","有","会社員"
"015222116","19990402","女","有","無","有","無","学生"
"015232086","19901023","女","有","無","有","無","会社員"
"015251006","19600623","女","有","有","無","有","会社員"
"015252184","19920212","男","有","無","無","有","その他"
"015312010","19630203","女","有","有","無","有","主婦"
"015312194","19910510","女","有","無","無","有","会社員"
"015332099","19870729","女","有","無","無","有","会社員"
"015332107","19850118","男","有","無","有","無","会社員"
"015411006","19630101","女","有","有","有","無","その他"
"015412008","19821227","女","有","有","有","無","会社員"
"015412156","19800214","女","有","有","有","有","パート・アルバイト"
"015512187","19830915","女","有","無","無","有","その他"
"015512201","19890925","女","有","無","無","有","会社員"
"015522058","19600207","女","有","有","無","有","主婦"
"015552029","19780709","男","有","無","有","無","会社員"
"015611002","19720220","女","有","有","有","無","主婦"
"015612119","19660303","","有","無","有","無","会社員"
"015612149","19910109","女","有","無","有","無","会社員"
"015632122","19900721","男","有","無","無","有","会社員"
"015652035","19811024","男","有","無","有","有","会社員"
"015652040","19770705","男","有","無","無","有","会社員"
"015711008","19731005","女","有","有","有","無","会社員"
"015712160","19860114","女","有","無","無","有","会社員"
"015722121","19990705","女","有","有","有","無","その他"
"015752060","19940130","女","有","無","有","無","会社員"
"015811014","19650102","女","有","有","無","有","会社員"
"015812161","19930413","女","有","無","有","無","会社員"
"015812163","19780704","男","無","有","無","有","会社員"
"015812167","19890201","女","有","無","無","有","パート・アルバイト"
"015852079","19931226","男","有","無","有","無","会社員"
"015912041","19760215","女","有","無","有","有","主婦"
"016111032","19510502","女","有","有","無","有","主婦"
"016122232","19811205","男","有","無","無","有","会社員"
"016122376","19851008","女","有","無","無","有","会社員"
"016122474","19761004","男","有","無","無","有",""
"016122475","19931101","女","有","無","無","有",""
"016132106","19831112","女","有","無","無","有","会社員"
"016142045","19790823","女","有","有","有","無","主婦"
"016142067","20180208","男","有","無","有","無","その他"
"016152345","19831203","女","有","無","無","有","会社員"
"016152368","19840330","女","有","無","有","無","その他"
"016152401","19800415","男","有","無","有","無","自営業"
"016152450","19940901","女","有","無","有","無","会社員"
"016152456","19700714","男","有","無","無","有","会社員"
"016212159","19860813","女","有","無","有","有","会社員"
"016212325","19801216","男","有","無","無","有","自営業"
"016212368","19640706","男","有","無","無","有",""
"016212370","19680905","女","有","有","有","無",""
"016312033","19790215","男","有","有","無","有","会社員"
"016312380","19901108","女","有","無","有","無","会社員"
"016322081","19771027","女","有","無","有","有","会社員"
"016322141","19630219","女","有","有","有","無",""
"016322200","19730420","女","有","無","有","無","会社員"
"016322211","19960814","男","有","無","無","有","学生"
"016322212","19760530","女","有","無","有","有",""
"016322214","19941125","女","有","無","有","無","自営業"
"016342059","19741019","女","有","無","無","有","パート・アルバイト"
"016422032","19920506","女","有","無","無","有","パート・アルバイト"
"016512230","19840614","男","有","無","無","有","自営業"
"016512300","19810811","男","有","無","無","有","会社員"
"016552052","19890723","男","有","無","有","無","会社員"
"016612146","19760718","男","有","無","無","有","会社員"
"016612231","19990323","女","有","無","有","無","学生"
"016612247","19910509","男","有","無","無","有",""
"016612248","","女","無","有","無","無",""
"016622143","19960904","女","有","無","有","無","会社員"
"016622158","19810111","女","有","無","有","無","会社員"
"016632184","19791219","女","有","無","無","有","会社員"
"016712187","19910914","女","有","無","有","無",""
"016732067","19901024","女","有","無","無","有","会社員"
"016752075","19560402","男","無","有","無","有","会社員"
"016812278","19970908","男","有","無","無","有","学生"
"016812295","19950111","女","有","無","有","無","パート・アルバイト"
"016852103","19781204","女","有","無","無","有",""
"016852125","19920507","男","有","無","無","有","会社員"
"016852145","19940613","男","有","無","有","無","会社員"
"017152141","19690210","男","有","有","無","有","会社員"
"017152147","19781205","男","有","無","無","有","会社員"
"017212090","19881030","女","有","有","有","無","会社員"
"017252082","19660221","男","有","有","有","有","会社員"
